# fueleconomy.gov vehicles dataset, downloaded 2026-05-23, filtered years 2009-2022
year,make,model,mpg_combined,body_type
2011,Nissan,Juke AWD,27.0,Small Station Wagons
2011,Nissan,Leaf,99.0,Midsize Cars
2011,Nissan,Maxima,22.0,Midsize Cars
2011,Nissan,Murano AWD,20.0,Sport Utility Vehicle - 4WD
2011,Nissan,Murano CrossCabriolet,19.0,Sport Utility Vehicle - 4WD
2011,Nissan,Murano FWD,20.0,Sport Utility Vehicle - 2WD
2011,Nissan,Pathfinder 2WD,17.0,Sport Utility Vehicle - 2WD
2011,Nissan,Pathfinder 4WD,15.5,Sport Utility Vehicle - 4WD
2011,Nissan,Quest,21.0,Minivan - 2WD
2011,Nissan,Rogue AWD,24.0,Sport Utility Vehicle - 4WD
2011,Nissan,Rogue FWD,24.0,Sport Utility Vehicle - 2WD
2011,Nissan,Sentra,26.0,Midsize Cars
2011,Nissan,Titan 2WD,15.0,Standard Pickup Trucks 2WD
2011,Nissan,Titan 2WD FFV,15.0,Standard Pickup Trucks 2WD
2011,Nissan,Titan 4WD,14.0,Standard Pickup Trucks 4WD
2011,Nissan,Titan 4WD FFV,14.0,Standard Pickup Trucks 4WD
2011,Nissan,Versa,28.0,Midsize Cars
2011,Nissan,Xterra 2WD,18.0,Sport Utility Vehicle - 2WD
2011,Nissan,Xterra 4WD,17.0,Sport Utility Vehicle - 4WD
2011,Porsche,911 Carrera,21.5,Minicompact Cars
2011,Porsche,911 Carrera 4,21.0,Minicompact Cars
2011,Porsche,911 Carrera 4 Cabriolet,21.0,Minicompact Cars
2011,Porsche,911 Carrera 4 Targa,21.0,Minicompact Cars
2011,Porsche,911 Carrera 4S,21.0,Minicompact Cars
2011,Porsche,911 Carrera 4S Cabriolet,20.5,Minicompact Cars
2011,Porsche,911 Carrera 4S Targa,20.5,Minicompact Cars
2011,Porsche,911 Carrera Cabriolet,21.0,Minicompact Cars
2011,Porsche,911 Carrera S,20.5,Minicompact Cars
2011,Porsche,911 Carrera S Cabriolet,21.0,Minicompact Cars
2011,Porsche,911 GT2 RS,19.0,Two Seaters
2011,Porsche,911 GT3,16.0,Two Seaters
2011,Porsche,911 GT3 RS,15.5,Two Seaters
2011,Porsche,911 GTS,20.5,Minicompact Cars
2011,Porsche,911 GTS Cabriolet,21.0,Minicompact Cars
2011,Porsche,911 Speedster,21.0,Two Seaters
2011,Porsche,911 Turbo Cabriolet,19.0,Minicompact Cars
2011,Porsche,911 Turbo Coupe,19.0,Minicompact Cars
2011,Porsche,911 Turbo S Cabriolet,19.0,Minicompact Cars
2011,Porsche,911 Turbo S Coupe,19.0,Minicompact Cars
2011,Porsche,Boxster,22.5,Two Seaters
2011,Porsche,Boxster S,22.5,Two Seaters
2011,Porsche,Boxster Spyder,22.5,Two Seaters
2011,Porsche,Cayenne,18.5,Sport Utility Vehicle - 4WD
2011,Porsche,Cayenne S,18.0,Sport Utility Vehicle - 4WD
2011,Porsche,Cayenne S Hybrid,21.0,Sport Utility Vehicle - 4WD
2011,Porsche,Cayenne Turbo,17.0,Sport Utility Vehicle - 4WD
2011,Porsche,Cayman,22.5,Two Seaters
2011,Porsche,Cayman S,22.5,Two Seaters
2011,Porsche,Panamera,21.0,Large Cars
2011,Porsche,Panamera 4,21.0,Large Cars
2011,Porsche,Panamera 4S,19.0,Large Cars
2011,Porsche,Panamera S,19.0,Large Cars
2011,Porsche,Panamera Turbo,18.0,Large Cars
2011,Rolls-Royce,Ghost,15.0,Large Cars
2011,Rolls-Royce,Phantom,14.0,Large Cars
2011,Rolls-Royce,Phantom Coupe,14.0,Compact Cars
2011,Rolls-Royce,Phantom Drophead Coupe,14.0,Compact Cars
2011,Rolls-Royce,Phantom EWB,14.0,Large Cars
2011,Roush Performance,Stage 3 Mustang,16.0,Subcompact Cars
2011,Saab,9-3 Convertible,22.0,Compact Cars
2011,Saab,9-3 Sedan AWD,21.5,Compact Cars
2011,Saab,9-3 Sport Sedan,23.0,Compact Cars
2011,Saab,9-3 SportCombi,22.5,Small Station Wagons
2011,Saab,9-3X SportCombi AWD,21.5,Small Station Wagons
2011,Saab,9-4X AWD,18.5,Sport Utility Vehicle - 4WD
2011,Saab,9-4X FWD,20.0,Sport Utility Vehicle - 2WD
2011,Saab,9-5 Sedan,22.5,Midsize Cars
2011,Saab,9-5 Sedan AWD,20.0,Midsize Cars
2011,Scion,iQ,36.0,Minicompact Cars
2011,Scion,tC,25.0,Compact Cars
2011,Scion,xB,24.0,Small Station Wagons
2011,Scion,xD,29.0,Subcompact Cars
2011,Spyker,C8 Aileron,17.0,Two Seaters
2011,Subaru,Forester AWD,23.0,Sport Utility Vehicle - 4WD
2011,Subaru,Impreza AWD,21.5,Compact Cars
2011,Subaru,Impreza Wagon/Outback Sport AWD,21.5,Small Station Wagons
2011,Subaru,Legacy AWD,21.5,Midsize Cars
2011,Subaru,Outback Wagon AWD,22.0,Sport Utility Vehicle - 4WD
2011,Subaru,Tribeca AWD,18.0,Sport Utility Vehicle - 4WD
2011,Suzuki,Equator 2WD,19.0,Small Pickup Trucks 2WD
2011,Suzuki,Equator 4WD,16.0,Small Pickup Trucks 4WD
2011,Suzuki,Grand Vitara,21.5,Sport Utility Vehicle - 2WD
2011,Suzuki,Grand Vitara 4WD,20.0,Sport Utility Vehicle - 4WD
2011,Suzuki,Kizashi,24.5,Compact Cars
2011,Suzuki,Kizashi AWD,25.0,Compact Cars
2011,Suzuki,Kizashi S,25.0,Compact Cars
2011,Suzuki,Kizashi S AWD,25.0,Compact Cars
2011,Suzuki,SX4,25.0,Small Station Wagons
2011,Suzuki,SX4 AWD,25.0,Small Station Wagons
2011,Suzuki,SX4 Sedan,27.0,Compact Cars
2011,Suzuki,SX4 Sport/Anniversary Edition,25.5,Compact Cars
2011,Suzuki,Swift x,28.5,Subcompact Cars
2011,Toyota,4Runner 2WD,19.0,Sport Utility Vehicle - 2WD
2011,Toyota,4Runner 4WD,19.0,Sport Utility Vehicle - 4WD
2011,Toyota,Avalon,23.0,Large Cars
2011,Toyota,Camry,25.0,Midsize Cars
2011,Toyota,Camry Hybrid,33.0,Midsize Cars
2011,Toyota,Corolla,27.0,Compact Cars
2011,Toyota,FJ Cruiser 2WD,19.0,Sport Utility Vehicle - 2WD
2011,Toyota,FJ Cruiser 4WD,18.0,Sport Utility Vehicle - 4WD
2011,Toyota,Highlander 2WD,21.0,Sport Utility Vehicle - 2WD
2011,Toyota,Highlander 4WD,19.0,Sport Utility Vehicle - 4WD
2011,Toyota,Highlander Hybrid 4WD,28.0,Sport Utility Vehicle - 4WD
2011,Toyota,Land Cruiser Wagon 4WD,15.0,Sport Utility Vehicle - 4WD
2011,Toyota,Matrix,24.0,Small Station Wagons
2011,Toyota,Prius,48.0,Midsize Cars
2011,Toyota,RAV4 2WD,23.0,Sport Utility Vehicle - 2WD
2011,Toyota,RAV4 4WD,22.0,Sport Utility Vehicle - 4WD
2011,Toyota,Sequoia 2WD,16.0,Sport Utility Vehicle - 2WD
2011,Toyota,Sequoia 4WD,15.0,Sport Utility Vehicle - 4WD
2011,Toyota,Sequoia 4WD FFV,14.0,Sport Utility Vehicle - 4WD
2011,Toyota,Sienna 2WD,20.5,Minivan - 2WD
2011,Toyota,Sienna AWD,18.0,Minivan - 4WD
2011,Toyota,Tacoma 2WD,19.5,Small Pickup Trucks 2WD
2011,Toyota,Tacoma 4WD,18.5,Small Pickup Trucks 4WD
2011,Toyota,Tundra 2WD,17.0,Standard Pickup Trucks 2WD
2011,Toyota,Tundra 4WD,15.0,Standard Pickup Trucks 4WD
2011,Toyota,Tundra 4WD FFV,15.0,Standard Pickup Trucks 4WD
2011,Toyota,Venza,22.0,Sport Utility Vehicle - 2WD
2011,Toyota,Venza AWD,21.5,Sport Utility Vehicle - 4WD
2011,Toyota,Yaris,31.0,Subcompact Cars
2011,VPG,MV-1,15.0,Special Purpose Vehicle 2WD
2011,VPG,MV-1 CNG,13.0,Special Purpose Vehicle 2WD
2011,Volkswagen,CC,25.0,Compact Cars
2011,Volkswagen,CC 4motion,20.0,Compact Cars
2011,Volkswagen,Eos,25.0,Subcompact Cars
2011,Volkswagen,GTI,26.0,Compact Cars
2011,Volkswagen,Golf,29.5,Compact Cars
2011,Volkswagen,Jetta,27.5,Compact Cars
2011,Volkswagen,Jetta SportWagen,29.5,Small Station Wagons
2011,Volkswagen,Routan,20.0,Minivan - 2WD
2011,Volkswagen,Tiguan,21.5,Sport Utility Vehicle - 2WD
2011,Volkswagen,Tiguan 4motion,21.0,Sport Utility Vehicle - 4WD
2011,Volkswagen,Touareg,20.5,Sport Utility Vehicle - 4WD
2011,Volkswagen,Touareg Hybrid,21.0,Sport Utility Vehicle - 4WD
2011,Volvo,C30 FWD,24.0,Compact Cars
2011,Volvo,C70 FWD,23.0,Subcompact Cars
2011,Volvo,S40 FWD,24.0,Compact Cars
2011,Volvo,S60 AWD,21.0,Compact Cars
2011,Volvo,S80 AWD,21.0,Midsize Cars
2011,Volvo,S80 FWD,22.0,Midsize Cars
2011,Volvo,V50 FWD,24.0,Small Station Wagons
2011,Volvo,XC60 AWD,19.5,Sport Utility Vehicle - 4WD
2011,Volvo,XC60 FWD,21.0,Sport Utility Vehicle - 2WD
2011,Volvo,XC70 AWD,19.5,Sport Utility Vehicle - 4WD
2011,Volvo,XC70 FWD,21.0,Sport Utility Vehicle - 2WD
2011,Volvo,XC90 AWD,17.0,Sport Utility Vehicle - 4WD
2011,Volvo,XC90 FWD,18.0,Sport Utility Vehicle - 2WD
2011,smart,fortwo cabriolet,36.0,Two Seaters
2011,smart,fortwo coupe,36.0,Two Seaters
2011,smart,fortwo electric drive cabriolet,87.0,Two Seaters
2011,smart,fortwo electric drive coupe,87.0,Two Seaters
2012,Acura,MDX 4WD,18.0,Sport Utility Vehicle - 4WD
2012,Acura,RDX 2WD,21.0,Sport Utility Vehicle - 2WD
2012,Acura,RDX 4WD,19.0,Sport Utility Vehicle - 4WD
2012,Acura,RL,20.0,Midsize Cars
2012,Acura,TL 2WD,23.0,Midsize Cars
2012,Acura,TL 4WD,20.5,Midsize Cars
2012,Acura,TSX,24.0,Compact Cars
2012,Acura,TSX Wagon,24.0,Small Station Wagons
2012,Acura,ZDX 4WD,19.0,Sport Utility Vehicle - 4WD
2012,Aston Martin,DB9,14.0,Minicompact Cars
2012,Aston Martin,DBS,13.5,Minicompact Cars
2012,Aston Martin,Rapide,15.0,Subcompact Cars
2012,Aston Martin,V12 Vantage,13.0,Two Seaters
2012,Aston Martin,V8 Vantage,16.0,Two Seaters
2012,Aston Martin,V8 Vantage S,16.0,Two Seaters
2012,Aston Martin,Virage,15.0,Minicompact Cars
2012,Audi,A3,24.0,Small Station Wagons
2012,Audi,A3 quattro,24.0,Small Station Wagons
2012,Audi,A4,25.0,Compact Cars
2012,Audi,A4 Avant quattro,24.0,Small Station Wagons
2012,Audi,A4 quattro,24.5,Compact Cars
2012,Audi,A5 Cabriolet,25.0,Subcompact Cars
2012,Audi,A5 Cabriolet quattro,24.0,Subcompact Cars
2012,Audi,A5 quattro,24.5,Subcompact Cars
2012,Audi,A6,28.0,Midsize Cars
2012,Audi,A6 quattro,22.0,Midsize Cars
2012,Audi,A7 quattro,22.0,Midsize Cars
2012,Audi,A8,21.0,Midsize Cars
2012,Audi,A8 L,18.5,Large Cars
2012,Audi,Q5,21.0,Sport Utility Vehicle - 4WD
2012,Audi,Q7,19.0,Sport Utility Vehicle - 4WD
2012,Audi,R8,14.5,Two Seaters
2012,Audi,R8 Spyder,14.5,Two Seaters
2012,Audi,S4,21.0,Compact Cars
2012,Audi,S5,18.0,Subcompact Cars
2012,Audi,S5 Cabriolet,20.0,Subcompact Cars
2012,Audi,TT Coupe quattro,26.0,Subcompact Cars
2012,Audi,TT RS Coupe,20.0,Subcompact Cars
2012,Audi,TT Roadster quattro,26.0,Two Seaters
2012,Azure Dynamics,Transit Connect Electric Van/Wagon,62.0,Special Purpose Vehicle 2WD
2012,BMW,128ci Convertible,21.5,Subcompact Cars
2012,BMW,128i,21.5,Subcompact Cars
2012,BMW,135i,21.5,Subcompact Cars
2012,BMW,135i Convertible,21.0,Subcompact Cars
2012,BMW,328ci Convertible,20.5,Subcompact Cars
2012,BMW,328i,26.5,Compact Cars
2012,BMW,328i Coupe,21.5,Subcompact Cars
2012,BMW,328i Coupe xDrive,20.0,Subcompact Cars
2012,BMW,328i Sport Wagon,20.5,Small Station Wagons
2012,BMW,328i xDrive Sport Wagon,20.0,Small Station Wagons
2012,BMW,335ci Convertible,22.0,Subcompact Cars
2012,BMW,335i,24.5,Compact Cars
2012,BMW,335i Coupe,22.0,Subcompact Cars
2012,BMW,335i Coupe xDrive,21.5,Subcompact Cars
2012,BMW,335is Convertible,20.0,Subcompact Cars
2012,BMW,335is Coupe,20.0,Subcompact Cars
2012,BMW,528i,27.0,Midsize Cars
2012,BMW,528i xDrive,26.0,Midsize Cars
2012,BMW,535i,23.0,Midsize Cars
2012,BMW,535i Gran Turismo,22.0,Large Cars
2012,BMW,535i xDrive,24.0,Midsize Cars
2012,BMW,535i xDrive Gran Turismo,21.0,Large Cars
2012,BMW,550i,17.5,Midsize Cars
2012,BMW,550i Gran Turismo,18.0,Large Cars
2012,BMW,550i xDrive,17.0,Midsize Cars
2012,BMW,550i xDrive Gran Turismo,17.0,Large Cars
2012,BMW,640i Convertible,23.0,Compact Cars
2012,BMW,640i Coupe,26.0,Compact Cars
2012,BMW,650i Convertible,17.5,Compact Cars
2012,BMW,650i Convertible xDrive,17.0,Compact Cars
2012,BMW,650i Coupe,17.5,Compact Cars
2012,BMW,650i Coupe xDrive,17.0,Compact Cars
2012,BMW,740Li,20.0,Large Cars
2012,BMW,740i,20.0,Large Cars
2012,BMW,750Li,17.0,Large Cars
2012,BMW,750Li xDrive,16.0,Large Cars
2012,BMW,750i,17.0,Large Cars
2012,BMW,750i xDrive,16.0,Large Cars
2012,BMW,760Li,15.0,Large Cars
2012,BMW,ActiveHybrid 5,26.0,Midsize Cars
2012,BMW,ActiveHybrid 7,20.0,Midsize Cars
2012,BMW,ActiveHybrid 7L,20.0,Large Cars
2012,BMW,Alpina B7 LWB,17.0,Large Cars
2012,BMW,Alpina B7 LWB xDrive,16.0,Large Cars
2012,BMW,Alpina B7 SWB,17.0,Large Cars
2012,BMW,Alpina B7 SWB xDrive,16.0,Large Cars
2012,BMW,M3 Convertible,16.0,Subcompact Cars
2012,BMW,M3 Coupe,16.0,Subcompact Cars
2012,BMW,M6 Convertible,16.0,Compact Cars
2012,BMW,X3 xDrive28i,21.0,Sport Utility Vehicle - 4WD
2012,BMW,X3 xDrive35i,21.0,Sport Utility Vehicle - 4WD
2012,BMW,X5 xDrive35d,21.0,Sport Utility Vehicle - 4WD
2012,BMW,X5 xDrive35i,19.0,Sport Utility Vehicle - 4WD
2012,BMW,X5 xDrive50i,16.0,Sport Utility Vehicle - 4WD
2012,BMW,X5 xDriveM,14.0,Sport Utility Vehicle - 4WD
2012,BMW,X6 xDrive35i,19.0,Sport Utility Vehicle - 4WD
2012,BMW,X6 xDrive50i,16.0,Sport Utility Vehicle - 4WD
2012,BMW,X6 xDriveM,14.0,Sport Utility Vehicle - 4WD
2012,BMW,Z4 sDrive28i,26.5,Two Seaters
2012,BMW,Z4 sDrive35i,20.0,Two Seaters
2012,BMW,Z4 sDrive35is,19.0,Two Seaters
2012,BYD,e6,62.0,Sport Utility Vehicle - 2WD
2012,Bentley,Continental Flying Spur,14.0,Midsize Cars
2012,Bentley,Continental GT,14.0,Compact Cars
2012,Bentley,Continental GTC,14.0,Subcompact Cars
2012,Bentley,Continental Supersports,14.0,Two Seaters
2012,Bentley,Continental Supersports Convertible,14.0,Subcompact Cars
2012,Bentley,Mulsanne,13.0,Midsize Cars
2012,Bugatti,Veyron,10.0,Two Seaters
2012,Buick,Enclave AWD,18.0,Sport Utility Vehicle - 4WD
2012,Buick,Enclave FWD,19.0,Sport Utility Vehicle - 2WD
2012,Buick,LaCrosse,21.0,Midsize Cars
2012,Buick,LaCrosse AWD,20.0,Midsize Cars
2012,Buick,LaCrosse eAssist,28.0,Midsize Cars
2012,Buick,Regal,22.0,Midsize Cars
2012,Buick,Regal eAssist,28.0,Midsize Cars
2012,Buick,Verano,24.0,Compact Cars
2012,CODA Automotive,CODA,73.0,Subcompact Cars
2012,Cadillac,CTS,19.0,Midsize Cars
2012,Cadillac,CTS AWD,21.0,Midsize Cars
2012,Cadillac,CTS Wagon,18.5,Small Station Wagons
2012,Cadillac,CTS Wagon AWD,21.0,Small Station Wagons
2012,Cadillac,Escalade 2WD,16.0,Sport Utility Vehicle - 2WD
2012,Cadillac,Escalade AWD,15.0,Sport Utility Vehicle - 4WD
2012,Cadillac,Escalade ESV 2WD,16.0,Sport Utility Vehicle - 2WD
2012,Cadillac,Escalade ESV AWD,14.0,Sport Utility Vehicle - 4WD
2012,Cadillac,Escalade Ext AWD,14.0,Sport Utility Vehicle - 4WD
2012,Cadillac,Escalade Hybrid 2WD,21.0,Sport Utility Vehicle - 2WD
2012,Cadillac,Escalade Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2012,Cadillac,SRX 2WD,19.0,Sport Utility Vehicle - 2WD
2012,Cadillac,SRX AWD,18.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Avalanche 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Avalanche 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Camaro,19.0,Compact Cars
2012,Chevrolet,Captiva AWD,18.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Captiva FWD,21.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Colorado 2WD,20.0,Small Pickup Trucks 2WD
2012,Chevrolet,Colorado 4WD,19.5,Small Pickup Trucks 4WD
2012,Chevrolet,Colorado Cab Chassis inc 2WD,17.0,Small Pickup Trucks 2WD
2012,Chevrolet,Colorado Cab Chassis inc 4WD,18.0,Small Pickup Trucks 4WD
2012,Chevrolet,Colorado Crew Cab 2WD,20.0,Small Pickup Trucks 2WD
2012,Chevrolet,Colorado Crew Cab 4WD,17.0,Small Pickup Trucks 4WD
2012,Chevrolet,Corvette,18.0,Two Seaters
2012,Chevrolet,Cruze,29.5,Midsize Cars
2012,Chevrolet,Cruze Eco,31.0,Midsize Cars
2012,Chevrolet,Equinox AWD,21.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Equinox FWD,23.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Express 1500 2WD Cargo,16.0,"Vans, Cargo Type"
2012,Chevrolet,Express 1500 2WD Conversion Cargo,14.0,"Vans, Cargo Type"
2012,Chevrolet,Express 1500 2WD Passenger,14.0,"Vans, Passenger Type"
2012,Chevrolet,Express 1500 AWD Cargo,14.0,"Vans, Cargo Type"
2012,Chevrolet,Express 1500 AWD Conversion Cargo,14.0,"Vans, Cargo Type"
2012,Chevrolet,Express 1500 AWD Passenger,14.0,"Vans, Passenger Type"
2012,Chevrolet,Express 2500 2WD Cargo,12.0,"Vans, Cargo Type"
2012,Chevrolet,Express 2500 2WD Conversion Cargo,12.0,"Vans, Cargo Type"
2012,Chevrolet,Express 2500 2WD Passenger,13.0,"Vans, Passenger Type"
2012,Chevrolet,Express 3500 2WD Cargo,12.0,"Vans, Cargo Type"
2012,Chevrolet,Express 3500 2WD Passenger,12.5,"Vans, Passenger Type"
2012,Chevrolet,Impala,22.0,Large Cars
2012,Chevrolet,Malibu,26.0,Midsize Cars
2012,Chevrolet,Silverado 15 Hybrid 2WD,21.0,Standard Pickup Trucks 2WD
2012,Chevrolet,Silverado 15 Hybrid 4WD,21.0,Standard Pickup Trucks 4WD
2012,Chevrolet,Silverado C15 2WD,16.5,Standard Pickup Trucks 2WD
2012,Chevrolet,Silverado C15 XFE 2WD,18.0,Standard Pickup Trucks 2WD
2012,Chevrolet,Silverado K15 4WD,15.5,Standard Pickup Trucks 4WD
2012,Chevrolet,Sonic,29.5,Compact Cars
2012,Chevrolet,Sonic 5,29.5,Midsize Cars
2012,Chevrolet,Suburban 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Suburban 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Suburban 2500 2WD,12.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Suburban 2500 4WD,12.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Tahoe 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Tahoe 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Tahoe Hybrid 2WD,21.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Tahoe Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Traverse AWD,19.0,Sport Utility Vehicle - 4WD
2012,Chevrolet,Traverse FWD,19.0,Sport Utility Vehicle - 2WD
2012,Chevrolet,Volt,37.0,Compact Cars
2012,Chrysler,200,23.0,Midsize Cars
2012,Chrysler,200 Convertible,22.0,Compact Cars
2012,Chrysler,300,21.0,Large Cars
2012,Chrysler,300 AWD,19.5,Large Cars
2012,Chrysler,300 SRT8,17.0,Large Cars
2012,Chrysler,Town and Country,20.0,Minivan - 2WD
2012,Dodge,Avenger,23.0,Midsize Cars
2012,Dodge,Caliber,24.0,Small Station Wagons
2012,Dodge,Challenger,19.0,Midsize Cars
2012,Dodge,Challenger SRT8,17.0,Midsize Cars
2012,Dodge,Charger,21.0,Large Cars
2012,Dodge,Charger AWD,19.5,Large Cars
2012,Dodge,Charger SRT8,17.0,Large Cars
2012,Dodge,Durango 2WD,17.5,Sport Utility Vehicle - 2WD
2012,Dodge,Durango 4WD,17.0,Sport Utility Vehicle - 4WD
2012,Dodge,Grand Caravan,20.0,Minivan - 2WD
2012,Dodge,Journey AWD,19.0,Sport Utility Vehicle - 4WD
2012,Dodge,Journey FWD,21.0,Sport Utility Vehicle - 2WD
2012,Dodge,Ram 1500 Pickup 2WD,16.0,Standard Pickup Trucks 2WD
2012,Dodge,Ram 1500 Pickup 4WD,15.5,Standard Pickup Trucks 4WD
2012,Ferrari,458 Italia Coupe,14.0,Two Seaters
2012,Ferrari,458 Italia Spider,14.0,Two Seaters
2012,Ferrari,California,15.0,Two Seaters
2012,Ferrari,FF,13.0,Midsize Cars
2012,Fiat,500,30.5,Minicompact Cars
2012,Fiat,500 Abarth,30.0,Minicompact Cars
2012,Fiat,500 Cabrio,29.0,Minicompact Cars
2012,Fisker,Karma,20.0,Subcompact Cars
2012,Ford,E150 Van FFV,14.5,"Vans, Cargo Type"
2012,Ford,E150 Wagon FFV,13.5,"Vans, Passenger Type"
2012,Ford,E250 Van FFV,14.5,"Vans, Cargo Type"
2012,Ford,E350 Van,12.0,"Vans, Cargo Type"
2012,Ford,E350 Van FFV,13.0,"Vans, Cargo Type"
2012,Ford,E350 Wagon,11.0,"Vans, Passenger Type"
2012,Ford,E350 Wagon FFV,13.0,"Vans, Passenger Type"
2012,Ford,Edge AWD,19.5,Sport Utility Vehicle - 4WD
2012,Ford,Edge FWD,22.0,Sport Utility Vehicle - 2WD
2012,Ford,Escape AWD,23.0,Sport Utility Vehicle - 4WD
2012,Ford,Escape AWD FFV,20.0,Sport Utility Vehicle - 4WD
2012,Ford,Escape FWD,24.0,Sport Utility Vehicle - 2WD
2012,Ford,Escape FWD FFV,21.0,Sport Utility Vehicle - 2WD
2012,Ford,Escape Hybrid AWD,29.0,Sport Utility Vehicle - 4WD
2012,Ford,Escape Hybrid FWD,32.0,Sport Utility Vehicle - 2WD
2012,Ford,Expedition 2WD FFV,16.0,Sport Utility Vehicle - 2WD
2012,Ford,Expedition 4WD FFV,15.0,Sport Utility Vehicle - 4WD
2012,Ford,Explorer AWD,19.0,Sport Utility Vehicle - 4WD
2012,Ford,Explorer FWD,21.5,Sport Utility Vehicle - 2WD
2012,Ford,F150 Pickup 2WD,18.0,Standard Pickup Trucks 2WD
2012,Ford,F150 Pickup 2WD FFV,18.0,Standard Pickup Trucks 2WD
2012,Ford,F150 Pickup 4WD,17.0,Standard Pickup Trucks 4WD
2012,Ford,F150 Pickup 4WD FFV,17.0,Standard Pickup Trucks 4WD
2012,Ford,F150 Raptor Pickup 4WD,13.0,Standard Pickup Trucks 4WD
2012,Ford,Fiesta FWD,32.0,Subcompact Cars
2012,Ford,Fiesta SFE FWD,32.0,Subcompact Cars
2012,Ford,Flex AWD,18.0,Sport Utility Vehicle - 4WD
2012,Ford,Flex FWD,19.0,Sport Utility Vehicle - 2WD
2012,Ford,Focus Electric,105.0,Compact Cars
2012,Ford,Focus FWD,30.0,Compact Cars
2012,Ford,Focus FWD FFV,31.0,Compact Cars
2012,Ford,Focus SFE FWD,32.0,Compact Cars
2012,Ford,Focus SFE FWD FFV,32.0,Compact Cars
2012,Ford,Fusion AWD,19.0,Midsize Cars
2012,Ford,Fusion AWD FFV,20.0,Midsize Cars
2012,Ford,Fusion FWD,24.0,Midsize Cars
2012,Ford,Fusion FWD FFV,23.0,Midsize Cars
2012,Ford,Fusion Hybrid FWD,38.0,Midsize Cars
2012,Ford,Fusion S FWD,25.0,Midsize Cars
2012,Ford,Mustang,20.0,Subcompact Cars
2012,Ford,Mustang Convertible,23.0,Subcompact Cars
2012,Ford,Taurus AWD,20.0,Large Cars
2012,Ford,Taurus FWD,21.5,Large Cars
2012,Ford,Transit Connect Van,23.0,Special Purpose Vehicle 2WD
2012,Ford,Transit Connect Wagon FWD,23.0,Special Purpose Vehicle 2WD
2012,GMC,Acadia AWD,19.0,Sport Utility Vehicle - 4WD
2012,GMC,Acadia FWD,19.0,Sport Utility Vehicle - 2WD
2012,GMC,Canyon 2WD,20.0,Small Pickup Trucks 2WD
2012,GMC,Canyon 4WD,19.5,Small Pickup Trucks 4WD
2012,GMC,Canyon Cab Chassis Inc 2WD,17.0,Small Pickup Trucks 2WD
2012,GMC,Canyon Cab Chassis Inc 4WD,18.0,Small Pickup Trucks 4WD
2012,GMC,Canyon Crew Cab 2WD,20.0,Small Pickup Trucks 2WD
2012,GMC,Canyon Crew Cab 4WD,17.0,Small Pickup Trucks 4WD
2012,GMC,Savana 1500  AWD (cargo),14.0,"Vans, Cargo Type"
2012,GMC,Savana 1500  AWD Conversion (cargo),14.0,"Vans, Cargo Type"
2012,GMC,Savana 1500 2WD (Passenger),14.0,"Vans, Passenger Type"
2012,GMC,Savana 1500 2WD (cargo),16.0,"Vans, Cargo Type"
2012,GMC,Savana 1500 2WD Conversion (cargo),14.0,"Vans, Cargo Type"
2012,GMC,Savana 1500 AWD (Passenger),14.0,"Vans, Passenger Type"
2012,GMC,Savana 2500 2WD (Passenger),13.0,"Vans, Passenger Type"
2012,GMC,Savana 2500 2WD (cargo),12.0,"Vans, Cargo Type"
2012,GMC,Savana 2500 2WD Conversion (cargo),12.0,"Vans, Cargo Type"
2012,GMC,Savana 3500 2WD (Passenger),12.5,"Vans, Passenger Type"
2012,GMC,Savana 3500 2WD (cargo),12.0,"Vans, Cargo Type"
2012,GMC,Sierra 15 Hybrid 2WD,21.0,Standard Pickup Trucks 2WD
2012,GMC,Sierra 15 Hybrid 4WD,21.0,Standard Pickup Trucks 4WD
2012,GMC,Sierra C15 2WD,16.5,Standard Pickup Trucks 2WD
2012,GMC,Sierra C15 XFE 2WD,18.0,Standard Pickup Trucks 2WD
2012,GMC,Sierra K15 4WD,15.5,Standard Pickup Trucks 4WD
2012,GMC,Sierra K15 AWD,14.0,Standard Pickup Trucks 4WD
2012,GMC,Terrain AWD,21.0,Sport Utility Vehicle - 4WD
2012,GMC,Terrain FWD,23.0,Sport Utility Vehicle - 2WD
