# fueleconomy.gov vehicles dataset, downloaded 2026-05-23, filtered years 2009-2022
year,make,model,mpg_combined,body_type
2018,Infiniti,Q50 Hybrid AWD,28.0,Compact Cars
2018,Infiniti,Q50 Red Sport,22.0,Midsize Cars
2018,Infiniti,Q50 Red Sport  AWD,22.0,Midsize Cars
2018,Infiniti,Q60,23.5,Subcompact Cars
2018,Infiniti,Q60 AWD,23.0,Subcompact Cars
2018,Infiniti,Q60 Red Sport,22.0,Subcompact Cars
2018,Infiniti,Q60 Red Sport AWD,21.0,Subcompact Cars
2018,Infiniti,Q70,20.0,Midsize Cars
2018,Infiniti,Q70 AWD,19.0,Midsize Cars
2018,Infiniti,Q70 Hybrid,30.0,Midsize Cars
2018,Infiniti,QX30,27.0,Compact Cars
2018,Infiniti,QX30 AWD,25.0,Compact Cars
2018,Infiniti,QX60 AWD,22.0,Small Sport Utility Vehicle 4WD
2018,Infiniti,QX60 FWD,22.0,Small Sport Utility Vehicle 2WD
2018,Infiniti,QX80 2WD,16.0,Standard Sport Utility Vehicle 2WD
2018,Infiniti,QX80 4WD,15.0,Standard Sport Utility Vehicle 4WD
2018,Jaguar,E-Pace,24.0,Small Sport Utility Vehicle 4WD
2018,Jaguar,E-Pace (296 Hp),23.0,Small Sport Utility Vehicle 4WD
2018,Jaguar,F-Pace,24.0,Small Sport Utility Vehicle 4WD
2018,Jaguar,F-Pace (296 Hp),24.0,Small Sport Utility Vehicle 4WD
2018,Jaguar,F-Type Convertible,23.0,Two Seaters
2018,Jaguar,F-Type Coupe,23.0,Two Seaters
2018,Jaguar,F-Type R AWD Convertible,18.0,Two Seaters
2018,Jaguar,F-Type R AWD Coupe,18.0,Two Seaters
2018,Jaguar,F-Type S AWD Convertible,21.0,Two Seaters
2018,Jaguar,F-Type S AWD Coupe,21.0,Two Seaters
2018,Jaguar,F-Type S Convertible,20.0,Two Seaters
2018,Jaguar,F-Type S Coupe,20.0,Two Seaters
2018,Jaguar,XE,28.0,Compact Cars
2018,Jaguar,XE (296 Hp),27.0,Compact Cars
2018,Jaguar,XE AWD,28.0,Compact Cars
2018,Jaguar,XE AWD (296 Hp),25.0,Compact Cars
2018,Jaguar,XF,28.0,Midsize Cars
2018,Jaguar,XF (296 Hp),26.0,Midsize Cars
2018,Jaguar,XF AWD,27.0,Midsize Cars
2018,Jaguar,XF AWD (296 Hp),25.0,Midsize Cars
2018,Jaguar,XF Sportbrake AWD,21.0,Midsize Station Wagons
2018,Jaguar,XJ,19.5,Large Cars
2018,Jaguar,XJ AWD,20.0,Large Cars
2018,Jaguar,XJL,19.5,Large Cars
2018,Jaguar,XJL AWD,20.0,Large Cars
2018,Jeep,Cherokee 4WD,23.0,Small Sport Utility Vehicle 4WD
2018,Jeep,Cherokee 4WD Active Drive II,22.0,Small Sport Utility Vehicle 4WD
2018,Jeep,Cherokee FWD,25.0,Small Sport Utility Vehicle 2WD
2018,Jeep,Cherokee Trailhawk 4WD,21.5,Small Sport Utility Vehicle 4WD
2018,Jeep,Compass 4WD,25.0,Small Sport Utility Vehicle 4WD
2018,Jeep,Compass FWD,25.5,Small Sport Utility Vehicle 2WD
2018,Jeep,Grand Cherokee 2WD,23.0,Standard Sport Utility Vehicle 2WD
2018,Jeep,Grand Cherokee 4WD,21.0,Standard Sport Utility Vehicle 4WD
2018,Jeep,Grand Cherokee SRT 4WD,15.0,Standard Sport Utility Vehicle 4WD
2018,Jeep,Grand Cherokee TrackHawk 4WD,13.0,Standard Sport Utility Vehicle 4WD
2018,Jeep,New Wrangler 4WD,20.0,Small Sport Utility Vehicle 4WD
2018,Jeep,New Wrangler Unlimited 4WD,20.0,Small Sport Utility Vehicle 4WD
2018,Jeep,Renegade 2WD,25.0,Small Sport Utility Vehicle 2WD
2018,Jeep,Renegade 4WD,25.0,Small Sport Utility Vehicle 4WD
2018,Jeep,Wrangler 4WD,18.0,Small Sport Utility Vehicle 4WD
2018,Jeep,Wrangler Unlimited 4WD,18.0,Small Sport Utility Vehicle 4WD
2018,Karma,Revero,20.0,Subcompact Cars
2018,Kia,Cadenza,23.0,Large Cars
2018,Kia,Forte,28.0,Midsize Cars
2018,Kia,Forte 5,27.0,Large Cars
2018,Kia,K900,19.0,Large Cars
2018,Kia,Niro,49.0,Small Station Wagons
2018,Kia,Niro FE,50.0,Small Station Wagons
2018,Kia,Niro Plug-in Hybrid,46.0,Small Station Wagons
2018,Kia,Niro Touring,43.0,Small Station Wagons
2018,Kia,Optima,28.0,Large Cars
2018,Kia,Optima FE,29.0,Large Cars
2018,Kia,Optima Hybrid,42.0,Midsize Cars
2018,Kia,Optima Plug-in Hybrid,40.0,Midsize Cars
2018,Kia,Optima S,26.0,Large Cars
2018,Kia,Rio,32.0,Compact Cars
2018,Kia,Sedona,20.0,Minivan - 2WD
2018,Kia,Sedona SX,21.0,Minivan - 2WD
2018,Kia,Sedona SXL,19.0,Minivan - 2WD
2018,Kia,Sorento AWD,22.0,Small Sport Utility Vehicle 4WD
2018,Kia,Sorento FE AWD,21.0,Small Sport Utility Vehicle 4WD
2018,Kia,Sorento FWD,23.0,Small Sport Utility Vehicle 2WD
2018,Kia,Soul,27.0,Small Station Wagons
2018,Kia,Soul Electric,108.0,Small Station Wagons
2018,Kia,Sportage AWD,22.0,Small Sport Utility Vehicle 4WD
2018,Kia,Sportage FE AWD,22.0,Small Sport Utility Vehicle 4WD
2018,Kia,Sportage FE FWD,26.0,Small Sport Utility Vehicle 2WD
2018,Kia,Sportage FWD,24.0,Small Sport Utility Vehicle 2WD
2018,Kia,Stinger AWD,22.0,Midsize Cars
2018,Kia,Stinger RWD,22.5,Midsize Cars
2018,Koenigsegg,Agera RS,13.0,Two Seaters
2018,Lamborghini,Aventador Coupe,12.0,Two Seaters
2018,Lamborghini,Aventador Roadster,12.0,Two Seaters
2018,Lamborghini,Aventador S Coupe,12.0,Two Seaters
2018,Lamborghini,Aventador S Roadster,12.0,Two Seaters
2018,Lamborghini,Huracan,16.0,Two Seaters
2018,Lamborghini,Huracan 2WD,16.0,Two Seaters
2018,Lamborghini,Huracan Spyder,15.0,Two Seaters
2018,Lamborghini,Huracan Spyder 2WD,16.0,Two Seaters
2018,Land Rover,Discovery,20.5,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Discovery Sport,22.0,Small Sport Utility Vehicle 4WD
2018,Land Rover,Discovery Sport (286 Hp),22.0,Small Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover,19.0,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover Evoque,25.0,Small Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover Evoque (286 Hp),24.0,Small Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover Evoque Convertible,24.0,Small Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover LWB,18.0,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover LWB SVA,15.0,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover SVA,16.0,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover Sport,19.0,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover Sport SVR,16.0,Standard Sport Utility Vehicle 4WD
2018,Land Rover,Range Rover Velar,23.0,Small Sport Utility Vehicle 4WD
2018,Lexus,ES 300h,40.0,Midsize Cars
2018,Lexus,ES 350,24.0,Midsize Cars
2018,Lexus,GS 300,26.0,Midsize Cars
2018,Lexus,GS 300 F Sport,24.0,Midsize Cars
2018,Lexus,GS 350,23.0,Midsize Cars
2018,Lexus,GS 350 AWD,22.0,Midsize Cars
2018,Lexus,GS 350 F Sport,22.0,Midsize Cars
2018,Lexus,GS 450h,31.0,Midsize Cars
2018,Lexus,GS F,19.0,Compact Cars
2018,Lexus,GX 460,16.0,Standard Sport Utility Vehicle 4WD
2018,Lexus,IS 300,26.0,Compact Cars
2018,Lexus,IS 300 AWD,22.0,Compact Cars
2018,Lexus,IS 350,23.0,Compact Cars
2018,Lexus,IS 350 AWD,22.0,Compact Cars
2018,Lexus,LC 500,19.0,Subcompact Cars
2018,Lexus,LC 500h,30.0,Subcompact Cars
2018,Lexus,LS 500,23.0,Midsize Cars
2018,Lexus,LS 500 AWD,21.0,Midsize Cars
2018,Lexus,LS 500h,28.0,Midsize Cars
2018,Lexus,LS 500h AWD,26.0,Midsize Cars
2018,Lexus,LX 570,15.0,Standard Sport Utility Vehicle 4WD
2018,Lexus,NX 300,25.0,Small Sport Utility Vehicle 2WD
2018,Lexus,NX 300 AWD,24.0,Small Sport Utility Vehicle 4WD
2018,Lexus,NX 300 AWD F Sport,24.0,Small Sport Utility Vehicle 4WD
2018,Lexus,NX 300h AWD,31.0,Small Sport Utility Vehicle 4WD
2018,Lexus,RC 300,26.0,Subcompact Cars
2018,Lexus,RC 300 AWD,21.0,Subcompact Cars
2018,Lexus,RC 350,23.0,Subcompact Cars
2018,Lexus,RC 350 AWD,21.0,Subcompact Cars
2018,Lexus,RC F,19.0,Subcompact Cars
2018,Lexus,RX 350,23.0,Small Sport Utility Vehicle 2WD
2018,Lexus,RX 350 AWD,22.0,Small Sport Utility Vehicle 4WD
2018,Lexus,RX 350 L,22.0,Small Sport Utility Vehicle 2WD
2018,Lexus,RX 350 L AWD,21.0,Small Sport Utility Vehicle 4WD
2018,Lexus,RX 450h AWD,30.0,Standard Sport Utility Vehicle 4WD
2018,Lexus,RX 450h L AWD,29.0,Standard Sport Utility Vehicle 4WD
2018,Lincoln,Continental  AWD,19.0,Large Cars
2018,Lincoln,Continental  FWD,20.5,Large Cars
2018,Lincoln,MKC AWD,21.0,Small Sport Utility Vehicle 4WD
2018,Lincoln,MKC FWD,23.0,Small Sport Utility Vehicle 2WD
2018,Lincoln,MKT AWD,17.0,Standard Sport Utility Vehicle 4WD
2018,Lincoln,MKT FWD,19.0,Standard Sport Utility Vehicle 2WD
2018,Lincoln,MKT Hearse AWD,17.0,Special Purpose Vehicle 4WD
2018,Lincoln,MKT Limo AWD,16.0,Special Purpose Vehicle 4WD
2018,Lincoln,MKT Livery AWD,18.0,Special Purpose Vehicle 4WD
2018,Lincoln,MKX AWD,19.0,Small Sport Utility Vehicle 4WD
2018,Lincoln,MKX FWD,20.0,Small Sport Utility Vehicle 2WD
2018,Lincoln,MKZ AWD,21.5,Midsize Cars
2018,Lincoln,MKZ FWD,22.5,Midsize Cars
2018,Lincoln,MKZ Hybrid FWD,40.0,Midsize Cars
2018,Lincoln,Navigator 2WD,19.0,Standard Sport Utility Vehicle 2WD
2018,Lincoln,Navigator 4WD,18.0,Standard Sport Utility Vehicle 4WD
2018,Lincoln,Navigator L 2WD,18.0,Standard Sport Utility Vehicle 2WD
2018,Lotus,Evora,19.5,Minicompact Cars
2018,MINI,Cooper Clubman,27.5,Midsize Cars
2018,MINI,Cooper Clubman All4,26.0,Midsize Cars
2018,MINI,Cooper Convertible,31.0,Minicompact Cars
2018,MINI,Cooper Countryman,27.5,Midsize Cars
2018,MINI,Cooper Countryman All4,25.5,Midsize Cars
2018,MINI,Cooper Hardtop 2 door,31.0,Subcompact Cars
2018,MINI,Cooper Hardtop 4 door,31.0,Subcompact Cars
2018,MINI,Cooper S Clubman,26.0,Midsize Cars
2018,MINI,Cooper S Clubman All4,25.0,Midsize Cars
2018,MINI,Cooper S Convertible,27.0,Minicompact Cars
2018,MINI,Cooper S Countryman,27.0,Midsize Cars
2018,MINI,Cooper S Countryman All4,25.0,Midsize Cars
2018,MINI,Cooper S Hardtop 2 door,27.0,Subcompact Cars
2018,MINI,Cooper S Hardtop 4 door,27.0,Subcompact Cars
2018,MINI,Cooper SE Countryman All4,27.0,Midsize Cars
2018,MINI,JCW Countryman All4,24.5,Midsize Cars
2018,MINI,John Cooper Works Clubman All4,25.0,Midsize Cars
2018,MINI,John Cooper Works Convertible,26.5,Minicompact Cars
2018,MINI,John Cooper Works Hardtop,27.0,Subcompact Cars
2018,Maserati,Ghibli  S RWD,19.0,Midsize Cars
2018,Maserati,Ghibli  V6 RWD,19.0,Midsize Cars
2018,Maserati,Ghibli V6 SQ4 AWD,19.0,Midsize Cars
2018,Maserati,GranTurismo,16.0,Subcompact Cars
2018,Maserati,GranTurismo Convertible,15.0,Subcompact Cars
2018,Maserati,Levante,16.0,Standard Sport Utility Vehicle 4WD
2018,Maserati,Levante S,16.0,Standard Sport Utility Vehicle 4WD
2018,Maserati,Quattroporte S,18.0,Large Cars
2018,Maserati,Quattroporte SQ4 V6,18.0,Large Cars
2018,Maserati,Quattroporte V8,17.0,Large Cars
2018,Mazda,2,34.5,Compact Cars
2018,Mazda,3 4-Door,30.5,Compact Cars
2018,Mazda,3 5-Door,30.5,Midsize Cars
2018,Mazda,6,27.0,Midsize Cars
2018,Mazda,CX-3 2WD,31.0,Compact Cars
2018,Mazda,CX-3 4WD,29.0,Compact Cars
2018,Mazda,CX-5 2WD,28.5,Small Sport Utility Vehicle 2WD
2018,Mazda,CX-5 4WD,27.0,Small Sport Utility Vehicle 4WD
2018,Mazda,CX-9 2WD,24.0,Small Sport Utility Vehicle 2WD
2018,Mazda,CX-9 4WD,23.0,Small Sport Utility Vehicle 4WD
2018,Mazda,MX-5,29.0,Two Seaters
2018,McLaren Automotive,540C Coupe,19.0,Two Seaters
2018,McLaren Automotive,570GT,19.0,Two Seaters
2018,McLaren Automotive,570S Coupe,19.0,Two Seaters
2018,McLaren Automotive,570S Spider,19.0,Two Seaters
2018,McLaren Automotive,720S Coupe,18.0,Two Seaters
2018,Mercedes-Benz,AMG C43 4matic,23.0,Compact Cars
2018,Mercedes-Benz,AMG C43 4matic Convertible,22.0,Subcompact Cars
2018,Mercedes-Benz,AMG C43 4matic Coupe,22.0,Subcompact Cars
2018,Mercedes-Benz,AMG C63,20.0,Compact Cars
2018,Mercedes-Benz,AMG C63 Convertible,19.0,Subcompact Cars
2018,Mercedes-Benz,AMG C63 Coupe,19.0,Subcompact Cars
2018,Mercedes-Benz,AMG C63 S,20.0,Compact Cars
2018,Mercedes-Benz,AMG C63 S Convertible,19.0,Subcompact Cars
2018,Mercedes-Benz,AMG C63 S Coupe,19.0,Subcompact Cars
2018,Mercedes-Benz,AMG CLA45 4matic,26.0,Compact Cars
2018,Mercedes-Benz,AMG CLS63 S 4matic,18.0,Compact Cars
2018,Mercedes-Benz,AMG E43 4matic,21.0,Midsize Cars
2018,Mercedes-Benz,AMG E63 S 4matic,18.0,Midsize Cars
2018,Mercedes-Benz,AMG E63 S 4matic (wagon),18.0,Midsize Station Wagons
2018,Mercedes-Benz,AMG G63,13.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG G65,12.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLA45 4matic,25.0,Midsize Station Wagons
2018,Mercedes-Benz,AMG GLC43 4matic,20.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLC43 4matic Coupe,20.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLC63 4matic,18.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLC63 4matic Coupe,18.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLC63 S 4matic Coupe,18.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLE43 4matic,19.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLE43 4matic Coupe,19.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLE63,15.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLE63 S,15.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLE63 S Coupe,15.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GLS63,15.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,AMG GT C Coupe,17.0,Two Seaters
2018,Mercedes-Benz,AMG GT C Roadster,17.0,Two Seaters
2018,Mercedes-Benz,AMG GT Coupe,18.0,Two Seaters
2018,Mercedes-Benz,AMG GT R Coupe,17.0,Two Seaters
2018,Mercedes-Benz,AMG GT Roadster,18.0,Two Seaters
2018,Mercedes-Benz,AMG GT S Coupe,18.0,Two Seaters
2018,Mercedes-Benz,AMG S63 4matic,20.0,Large Cars
2018,Mercedes-Benz,AMG S63 4matic Convertible,18.0,Subcompact Cars
2018,Mercedes-Benz,AMG S63 4matic Coupe,20.0,Compact Cars
2018,Mercedes-Benz,AMG S65,16.0,Large Cars
2018,Mercedes-Benz,AMG S65 Convertible,16.0,Subcompact Cars
2018,Mercedes-Benz,AMG S65 Coupe,16.0,Compact Cars
2018,Mercedes-Benz,AMG SL63,19.0,Two Seaters
2018,Mercedes-Benz,AMG SL65,16.0,Two Seaters
2018,Mercedes-Benz,AMG SLC43,23.0,Two Seaters
2018,Mercedes-Benz,C300,27.0,Compact Cars
2018,Mercedes-Benz,C300 4matic,26.0,Compact Cars
2018,Mercedes-Benz,C300 4matic Convertible,25.0,Subcompact Cars
2018,Mercedes-Benz,C300 4matic Coupe,25.0,Subcompact Cars
2018,Mercedes-Benz,C300 Convertible,25.0,Subcompact Cars
2018,Mercedes-Benz,C300 Coupe,25.0,Subcompact Cars
2018,Mercedes-Benz,C350e,30.0,Compact Cars
2018,Mercedes-Benz,CLA250,29.0,Compact Cars
2018,Mercedes-Benz,CLA250 4matic,27.0,Compact Cars
2018,Mercedes-Benz,CLS550,21.0,Compact Cars
2018,Mercedes-Benz,CLS550 4matic,20.0,Compact Cars
2018,Mercedes-Benz,E300,25.0,Midsize Cars
2018,Mercedes-Benz,E300 4matic,24.0,Midsize Cars
2018,Mercedes-Benz,E400 4matic,23.0,Midsize Cars
2018,Mercedes-Benz,E400 4matic (station wagon),21.0,Midsize Station Wagons
2018,Mercedes-Benz,E400 4matic Convertible,22.0,Subcompact Cars
2018,Mercedes-Benz,E400 4matic Coupe,22.0,Subcompact Cars
2018,Mercedes-Benz,E400 Convertible,22.0,Subcompact Cars
2018,Mercedes-Benz,E400 Coupe,22.0,Subcompact Cars
2018,Mercedes-Benz,G550,13.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,G550 4x4,11.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLA250,27.0,Small Sport Utility Vehicle 2WD
2018,Mercedes-Benz,GLA250 4matic,26.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLC300,24.0,Small Sport Utility Vehicle 2WD
2018,Mercedes-Benz,GLC300 4matic,24.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLC300 4matic Coupe,24.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLC350e 4matic,25.0,Small Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLE350,20.0,Standard Sport Utility Vehicle 2WD
2018,Mercedes-Benz,GLE350 4matic,19.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLE550e 4matic,21.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLS450 4matic,19.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,GLS550 4matic,16.0,Standard Sport Utility Vehicle 4WD
2018,Mercedes-Benz,Maybach S560 4matic,19.0,Large Cars
2018,Mercedes-Benz,Maybach S650,16.0,Large Cars
2018,Mercedes-Benz,Metris (Cargo Van),22.0,Special Purpose Vehicle 2WD
2018,Mercedes-Benz,"Metris (Cargo Van, LWB)",22.0,Special Purpose Vehicle 2WD
2018,Mercedes-Benz,Metris (Passenger Van),21.0,Special Purpose Vehicle 2WD
2018,Mercedes-Benz,S450,22.0,Large Cars
2018,Mercedes-Benz,S450 4matic,22.0,Large Cars
2018,Mercedes-Benz,S560,21.0,Large Cars
2018,Mercedes-Benz,S560 4matic,21.0,Large Cars
2018,Mercedes-Benz,S560 4matic Coupe,21.0,Compact Cars
2018,Mercedes-Benz,S560 Convertible,20.0,Subcompact Cars
2018,Mercedes-Benz,SL450,23.0,Two Seaters
2018,Mercedes-Benz,SL550,20.0,Two Seaters
2018,Mercedes-Benz,SLC300,27.0,Two Seaters
2018,Mitsubishi,Eclipse Cross 2WD,26.0,Small Sport Utility Vehicle 2WD
2018,Mitsubishi,Eclipse Cross 4WD,25.0,Small Sport Utility Vehicle 4WD
2018,Mitsubishi,Eclipse Cross ES 2WD,27.0,Small Sport Utility Vehicle 2WD
2018,Mitsubishi,Eclipse Cross ES 4WD,26.0,Small Sport Utility Vehicle 4WD
2018,Mitsubishi,Mirage,37.5,Compact Cars
2018,Mitsubishi,Mirage G4,36.0,Compact Cars
2018,Mitsubishi,Outlander 2WD,27.0,Small Sport Utility Vehicle 2WD
2018,Mitsubishi,Outlander 4WD,24.0,Small Sport Utility Vehicle 4WD
2018,Mitsubishi,Outlander PHEV,25.0,Small Sport Utility Vehicle 4WD
2018,Mitsubishi,Outlander Sport 2WD,25.0,Small Sport Utility Vehicle 2WD
2018,Mitsubishi,Outlander Sport 4WD,25.5,Small Sport Utility Vehicle 4WD
2018,Nissan,370Z,21.5,Two Seaters
2018,Nissan,370Z Roadster,20.5,Two Seaters
2018,Nissan,Altima,28.5,Midsize Cars
2018,Nissan,Altima SR,30.0,Midsize Cars
2018,Nissan,Armada 2WD,16.0,Standard Sport Utility Vehicle 2WD
2018,Nissan,Armada 4WD,15.0,Standard Sport Utility Vehicle 4WD
2018,Nissan,Frontier 2WD,19.0,Small Pickup Trucks 2WD
2018,Nissan,Frontier 2WD FFV,18.0,Small Pickup Trucks 2WD
2018,Nissan,Frontier 4WD,17.5,Small Pickup Trucks 4WD
2018,Nissan,Frontier 4WD FFV,17.0,Small Pickup Trucks 4WD
2018,Nissan,GT-R,18.0,Subcompact Cars
2018,Nissan,Kicks,33.0,Midsize Cars
2018,Nissan,Leaf,112.0,Midsize Cars
2018,Nissan,Maxima,25.0,Midsize Cars
2018,Nissan,Murano AWD,24.0,Midsize Station Wagons
2018,Nissan,Murano FWD,24.0,Midsize Station Wagons
2018,Nissan,NV200 Cargo Van,25.0,Special Purpose Vehicle 2WD
2018,Nissan,NV200 NYC Taxi,24.0,Special Purpose Vehicle 2WD
2018,Nissan,Pathfinder 2WD,23.0,Small Sport Utility Vehicle 2WD
2018,Nissan,Pathfinder 4WD,22.0,Small Sport Utility Vehicle 4WD
2018,Nissan,Pathfinder 4WD Platinum,21.0,Small Sport Utility Vehicle 4WD
2018,Nissan,Rogue AWD,27.0,Small Sport Utility Vehicle 4WD
2018,Nissan,Rogue FWD,29.0,Small Sport Utility Vehicle 2WD
2018,Nissan,Rogue Hybrid  AWD,33.0,Small Sport Utility Vehicle 4WD
2018,Nissan,Rogue Hybrid  FWD,34.0,Small Sport Utility Vehicle 2WD
2018,Nissan,Rogue Sport AWD,27.0,Small Station Wagons
2018,Nissan,Rogue Sport FWD,28.0,Small Station Wagons
2018,Nissan,Sentra,29.5,Midsize Cars
2018,Nissan,Sentra Nismo,27.0,Midsize Cars
2018,Nissan,Titan 2WD,18.0,Standard Pickup Trucks 2WD
2018,Nissan,Titan 4WD,18.0,Standard Pickup Trucks 4WD
2018,Nissan,Titan 4WD PRO4X,17.0,Standard Pickup Trucks 4WD
2018,Nissan,Versa,30.0,Compact Cars
2018,Pagani,Huayra,13.0,Two Seaters
2018,Porsche,911 Carrera,24.0,Minicompact Cars
2018,Porsche,911 Carrera 4,23.5,Minicompact Cars
2018,Porsche,911 Carrera 4 Cabriolet,23.0,Minicompact Cars
2018,Porsche,911 Carrera 4 GTS,21.5,Minicompact Cars
2018,Porsche,911 Carrera 4 GTS Cabriolet,21.5,Minicompact Cars
2018,Porsche,911 Carrera 4S,23.5,Minicompact Cars
2018,Porsche,911 Carrera 4S Cabriolet,23.0,Minicompact Cars
2018,Porsche,911 Carrera Cabriolet,23.5,Minicompact Cars
2018,Porsche,911 Carrera GTS,22.0,Minicompact Cars
2018,Porsche,911 Carrera GTS Cabriolet,21.5,Minicompact Cars
2018,Porsche,911 Carrera S,23.5,Minicompact Cars
2018,Porsche,911 Carrera S Cabriolet,23.5,Minicompact Cars
2018,Porsche,911 Carrera T,20.5,Minicompact Cars
2018,Porsche,911 GT2 RS,17.0,Two Seaters
2018,Porsche,911 GT3,16.5,Two Seaters
2018,Porsche,911 GT3 Touring,17.0,Two Seaters
2018,Porsche,911 Targa 4,23.0,Minicompact Cars
2018,Porsche,911 Targa 4 GTS,21.5,Minicompact Cars
2018,Porsche,911 Targa 4S,23.0,Minicompact Cars
2018,Porsche,911 Turbo,21.0,Minicompact Cars
2018,Porsche,911 Turbo Cabriolet,21.0,Minicompact Cars
2018,Porsche,911 Turbo S,21.0,Minicompact Cars
2018,Porsche,911 Turbo S Cabriolet,21.0,Minicompact Cars
2018,Porsche,911 Turbo S Exclusive,19.0,Minicompact Cars
2018,Porsche,Boxster,24.5,Two Seaters
2018,Porsche,Boxster GTS,21.5,Two Seaters
2018,Porsche,Boxster S,23.0,Two Seaters
2018,Porsche,Cayenne,20.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayenne GTS,19.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayenne Platinum,19.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayenne S,20.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayenne S e-Hybrid,22.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayenne Turbo,17.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayenne Turbo S,17.0,Standard Sport Utility Vehicle 4WD
2018,Porsche,Cayman,24.5,Two Seaters
2018,Porsche,Cayman GTS,21.5,Two Seaters
2018,Porsche,Cayman S,23.0,Two Seaters
2018,Porsche,Macan,22.0,Small Sport Utility Vehicle 4WD
2018,Porsche,Macan GTS,19.0,Small Sport Utility Vehicle 4WD
2018,Porsche,Macan S,19.0,Small Sport Utility Vehicle 4WD
2018,Porsche,Macan Turbo,19.0,Small Sport Utility Vehicle 4WD
2018,Porsche,Macan Turbo Kit,19.0,Small Sport Utility Vehicle 4WD
2018,Porsche,Panamera,24.0,Large Cars
2018,Porsche,Panamera 4,23.0,Large Cars
2018,Porsche,Panamera 4 Executive,23.0,Large Cars
2018,Porsche,Panamera 4 ST,23.0,Large Cars
2018,Porsche,Panamera 4 e-Hybrid,22.0,Large Cars
2018,Porsche,Panamera 4 e-Hybrid Executive,22.0,Large Cars
2018,Porsche,Panamera 4 e-Hybrid ST,22.0,Large Cars
2018,Porsche,Panamera 4S,23.0,Large Cars
2018,Porsche,Panamera 4S Executive,23.0,Large Cars
2018,Porsche,Panamera 4S ST,22.0,Large Cars
2018,Porsche,Panamera Turbo,21.0,Large Cars
2018,Porsche,Panamera Turbo Executive,21.0,Large Cars
2018,Porsche,Panamera Turbo S e-Hybrid,21.0,Large Cars
2018,Porsche,Panamera Turbo S e-Hybrid Executive,21.0,Large Cars
2018,Porsche,Panamera Turbo S e-Hybrid ST,21.0,Large Cars
2018,Porsche,Panamera Turbo ST,20.0,Large Cars
2018,RUF Automobile,RUF TURBO 12/CTR3,18.0,Two Seaters
2018,Ram,1500 2WD,20.0,Standard Pickup Trucks 2WD
2018,Ram,1500 4WD,18.0,Standard Pickup Trucks 4WD
2018,Ram,Promaster City,24.0,Special Purpose Vehicle 2WD
2018,Rolls-Royce,Dawn,14.0,Compact Cars
2018,Rolls-Royce,Ghost,14.0,Large Cars
2018,Rolls-Royce,Ghost EWB,14.0,Large Cars
2018,Rolls-Royce,Phantom,14.0,Large Cars
2018,Rolls-Royce,Phantom EWB,14.0,Large Cars
2018,Rolls-Royce,Wraith,14.0,Midsize Cars
2018,Roush Performance,F150 Pickup 2WD,12.0,Standard Pickup Trucks 2WD
